qKfz(t)(1);Statusflag;qKfz(t)(2);Statusflag;qKfz(t)(3);Statusflag;qPkw(t)(1);Statusflag;qPkw(t)(2);Statusflag;qPkw(t)(3);Statusflag;qLkw(t)(1);Statusflag;qLkw(t)(2);Statusflag;qLkw(t)(3);Statusflag;vKfz(t)(1);Statusflag;vKfz(t)(2);Statusflag;vKfz(t)(3);Statusflag;vPkw(t)(1);Statusflag;vPkw(t)(2);Statusflag;vPkw(t)(3);Statusflag;vLkw(t)(1);Statusflag;vLkw(t)(2);Statusflag;vLkw(t)(3);Statusflag;vgKfz(t)(1);Statusflag;vgKfz(t)(2);Statusflag;vgKfz(t)(3);Statusflag;b(t)(1);Statusflag;b(t)(2);Statusflag;b(t)(3);Statusflag;aLkw(1);Statusflag;aLkw(2);Statusflag;aLkw(3);Statusflag;kKfz(1);Statusflag;kKfz(2);Statusflag;kKfz(3);Statusflag;kLkw(1);Statusflag;kLkw(2);Statusflag;kLkw(3);Statusflag;kPkw(1);Statusflag;kPkw(2);Statusflag;kPkw(3);Statusflag;qB(1);Statusflag;qB(2);Statusflag;qB(3);Statusflag;kB(1);Statusflag;kB(2);Statusflag;kB(3);Statusflag;QKfz;Statusflag;QLkw;Statusflag;QPkw;Statusflag;VKfz;Statusflag;VLkw;Statusflag;VPkw;Statusflag;VgKfz;Statusflag;B;Statusflag;Bmax;Statusflag;SKfz;Statusflag;Alkw;Statusflag;KKfz;Statusflag;KLkw;Statusflag;KPkw;Statusflag;QB;Statusflag;KB;Statusflag;VDelta;Statusflag
93180;1 Intp ;-3;0 Fehl Impl nErm ;93180;1;88920;1 Intp ;-3;0 Fehl Impl nErm nErf ;88920;1 nErf ;4260;1 Intp ;-3;0 Fehl Impl nErm ;4260;1;138;1 Intp ;-3;0 Fehl Impl nErm nErf ;138;1 nErf ;141;1 Intp ;-3;0 Fehl Impl nErm ;141;1;82;1 Intp ;-3;0 Fehl Impl nErm ;82;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;86;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;29;1;5;1 Intp ;-3;0 Fehl nErm ;5;1;675;1 Intp ;541;1;675;1;52;1 Intp ;0;1;52;1;631;1 Intp ;137;1;631;1;99953;1 Intp ;-3;0 Fehl nErm ;99911;1;724;1 Intp ;0;1 Fehl nErm ;724;1;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;491;1;89;1;0;1;-3;0 Fehl nErm ;0;1 Fehl nErm ;0;0 Fehl nErm 
288480;1 Intp ;-3;0 Fehl Impl nErm ;288480;1;279780;1 Intp ;-3;0 Fehl Impl nErm nErf ;279780;1 nErf ;8700;1 Intp ;-3;0 Fehl Impl nErm ;8700;1;102;1 Intp ;-3;0 Fehl Impl nErm nErf ;102;1 nErf ;105;1 Intp ;-3;0 Fehl Impl nErm ;105;1;20;1 Intp ;-3;0 Fehl Impl nErm ;20;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;48;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;1;1;3;1 Intp ;-3;0 Fehl nErm ;3;1;2828;1 Intp ;541;1;2828;1;435;1 Intp ;0;1;435;1;2665;1 Intp ;137;1;2665;1;304575;1 Intp ;-3;0 Fehl nErm ;306750;1;2986;1 Intp ;0;1 Fehl nErm ;3007;1;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;491;1;89;1;0;1;-3;0 Fehl nErm ;0;1 Fehl nErm ;0;0 Fehl nErm 
78240;1 Intp ;-3;0 Fehl Impl nErm ;78240;1;66180;1 Intp ;-3;0 Fehl Impl nErm nErf ;66180;1 nErf ;12060;1 Intp ;-3;0 Fehl Impl nErm ;12060;1;152;1 Intp ;-3;0 Fehl Impl nErm nErf ;152;1 nErf ;165;1 Intp ;-3;0 Fehl Impl nErm ;165;1;81;1 Intp ;-3;0 Fehl Impl nErm ;81;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;57;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;7;1;15;1 Intp ;-3;0 Fehl nErm ;15;1;515;1 Intp ;541;1;515;1;149;1 Intp ;0;1;149;1;401;1 Intp ;137;1;401;1;100430;1 Intp ;-3;0 Fehl nErm ;103325;1;661;1 Intp ;0;1 Fehl nErm ;680;1;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;491;1;89;1;0;1;-3;0 Fehl nErm ;0;1 Fehl nErm ;0;0 Fehl nErm 
-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;307;1;541;1;151;1;19;1;0;1;31;1;97;1;137;1;139;1;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;79;1 Fehl nErm ;0;1 Fehl nErm ;29;1 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;491;1;89;1;0;1;-3;0 Fehl nErm ;0;1 Fehl nErm ;0;0 Fehl nErm 
-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;307;1;541;1;151;1;19;1;0;1;0;1;0;1;137;1;0;1;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;1 Fehl nErm ;0;1 Fehl nErm ;0;1 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;491;1;89;1;0;1;-3;0 Fehl nErm ;0;1 Fehl nErm ;0;0 Fehl nErm 
227940;1 Intp ;-3;0 Fehl Impl nErm ;227940;1;227400;1 Intp ;-3;0 Fehl Impl nErm nErf ;227400;1 nErf ;540;1 Intp ;-3;0 Fehl Impl nErm ;540;1;86;1 Intp ;-3;0 Fehl Impl nErm nErf ;86;1 nErf ;86;1 Intp ;-3;0 Fehl Impl nErm ;86;1;120;1 Intp ;-3;0 Fehl Impl nErm ;120;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;19;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;36;1;0;1 Intp ;-3;0 Fehl nErm ;0;1;2650;1 Intp ;541;1;2650;1;4;1 Intp ;0;1;4;1;2644;1 Intp ;137;1;2644;1;228480;1 Intp ;-3;0 Fehl nErm ;228156;1;2657;1 Intp ;0;1 Fehl nErm ;2653;1;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;491;1;89;1;0;1;-3;0 Fehl nErm ;0;1 Fehl nErm ;0;0 Fehl nErm 
267180;1 Intp ;-3;0 Fehl Impl nErm ;267180;1;241200;1 Intp ;-3;0 Fehl Impl nErm nErf ;241200;1 nErf ;25980;1 Intp ;-3;0 Fehl Impl nErm ;25980;1;143;1 Intp ;-3;0 Fehl Impl nErm nErf ;143;1 nErf ;152;1 Intp ;-3;0 Fehl Impl nErm ;152;1;57;1 Intp ;-3;0 Fehl Impl nErm ;57;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;78;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;10;1 Intp ;-3;0 Fehl nErm ;10;1;1868;1 Intp ;541;1;1868;1;456;1 Intp ;0;1;456;1;1587;1 Intp ;137;1;1587;1;317841;1 Intp ;-3;0 Fehl nErm ;326934;1;2223;1 Intp ;0;1 Fehl nErm ;2286;1;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;491;1;89;1;0;1;-3;0 Fehl nErm ;0;1 Fehl nErm ;0;0 Fehl nErm 
137160;1 Intp ;-3;0 Fehl Impl nErm ;137160;1;136740;1 Intp ;-3;0 Fehl Impl nErm nErf ;136740;1 nErf ;420;1 Intp ;-3;0 Fehl Impl nErm ;420;1;63;1 Intp ;-3;0 Fehl Impl nErm nErf ;63;1 nErf ;63;1 Intp ;-3;0 Fehl Impl nErm ;63;1;27;1 Intp ;-3;0 Fehl Impl nErm ;27;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;16;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;56;1;0;1 Intp ;-3;0 Fehl nErm ;0;1;2177;1 Intp ;541;1;2177;1;16;1 Intp ;0;1;16;1;2170;1 Intp ;137;1;2170;1;137731;1 Intp ;-3;0 Fehl nErm ;137630;1;2186;1 Intp ;0;1 Fehl nErm ;2185;1;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;491;1;89;1;0;1;-3;0 Fehl nErm ;0;1 Fehl nErm ;0;0 Fehl nErm 
-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;307;1;541;1;151;1;19;1;0;1;0;1;97;1;137;1;139;1;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;79;1 Fehl nErm ;0;1 Fehl nErm ;29;1 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;491;1;89;1;0;1;-3;0 Fehl nErm ;0;1 Fehl nErm ;0;0 Fehl nErm 
-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;307;1;541;1;151;1;19;1;0;1;0;1;0;1;137;1;0;1;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;1 Fehl nErm ;0;1 Fehl nErm ;0;1 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;491;1;89;1;0;1;-3;0 Fehl nErm ;0;1 Fehl nErm ;0;0 Fehl nErm 
-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;307;1;541;1;151;1;19;1;0;1;0;1;0;1;137;1;0;1;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;1 Fehl nErm ;0;1 Fehl nErm ;0;1 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;491;1;89;1;0;1;-3;0 Fehl nErm ;0;1 Fehl nErm ;0;0 Fehl nErm 
44580;1;63480;0,97 Intp ;197760;1;39240;0,97 Intp nErf ;60180;0,97 Intp nErf ;179880;1 nErf ;5340;0,97 Intp ;3300;0,97 Intp ;17880;1;36;1 nErf ;105;1 nErf ;199;0,97 Intp nErf ;25;1;105;1;197;0,97 Intp ;91;1;89;0,97 Intp ;93;1;131;0,97 Intp ;10;1;97;0,97 Intp ;4;1;14;1;18;1;12;0,97 Intp ;5;0,9409 Intp ;9;1;1238;1;605;0,97 Intp ;994;0,97 Intp ;59;0,97 Intp ;37;0,9409 Intp ;192;1;1570;0,97 Intp ;573;0,97 Intp ;913;0,97 Intp ;49920;0,97 Intp ;68298;0,962725 Intp ;242102;0,9925 Intp ;1387;0,97 Intp ;650;0,962725 Intp ;1217;0,962725 Intp ;305817;0,99 Intp ;26517;0,98 Intp ;279297;0,98 Intp ;156;0,9702 Intp ;92;0,950894 Intp ;153;0,9506 Intp ;84;0,9603 Intp ;33;1;18;1;65;0,4913983787 Intp ;9;0,9702 Intp ;1960;0,960498 Intp ;288;0,93187612 Intp ;1825;0,931588 Intp ;377940;0,95586603 Intp ;2423;0,9273812223 Intp ;79;0,9925 Intp 
119040;1;9660;1;321540;0,97 Intp ;116460;1 nErf ;6120;0,97 Intp nErf ;299820;0,97 Intp nErf ;2580;1;3540;0,97 Intp ;21720;0,97 Intp ;157;0,97 Intp nErf ;74;1 nErf ;199;0,97 Intp nErf ;164;1;19;1;197;0,97 Intp ;24;1;84;1;21;1;83;1;50;1;76;1;39;1;4;1;47;1;2;1;37;0,97 Intp ;7;0,9409 Intp ;758;0,97 Intp ;131;1;1616;0,9409 Intp ;108;1;42;0,97 Intp ;1034;0,97 Intp ;710;1;322;0,97 Intp ;1522;0,9409 Intp ;125232;1;11430;0,97 Intp ;406682;0,962725 Intp ;798;0,97 Intp ;154;0,97 Intp ;2044;0,93384325 Intp ;756057;0,99 Intp ;54357;0,98 Intp ;701697;0,98 Intp ;110;0,960597 Intp ;15;0,9604 Intp ;112;0,950894 Intp ;46;0,9801 Intp ;123;1;47;1;67;0,4878559508 Intp ;7;0,9702 Intp ;6873;0,95099103 Intp ;3624;0,941192 Intp ;6265;0,93187612 Intp ;943042;0,95826703 Intp ;8573;0,9205084342 Intp ;100;0,985 Intp 
38460;1;38460;1 Intp ;300060;0,97 Intp ;33120;0,97 Intp nErf ;-3;0 Fehl Impl wMaL nErm nErf ;299820;0,97 Intp nErf ;5340;0,97 Intp ;-3;0 Fehl Impl wMaL nErm ;240;0,97 Intp ;129;1 nErf ;129;1 Intp ;11;1 nErf ;170;1;170;1 Intp ;11;1;86;1;86;1 Intp ;61;1;131;0,97 Intp ;-3;0 Fehl Impl nErm ;56;1;29;1;-3;0 Fehl Impl nErm ;49;1;14;0,97 Intp ;-3;0 Fehl nErm ;0;0,9409 Intp ;298;1;298;1 Intp ;27278;0,97 Intp ;62;0,97 Intp ;-3;0 Fehl nErm ;4;0,97 Intp ;195;0,97 Intp ;-3;0 Fehl nErm ;27256;0,97 Intp ;48286;0,97 Intp ;-3;0 Fehl nErm ;300156;0,97 Intp ;374;0,97 Intp ;-3;0 Fehl nErm ;27287;0,97 Intp ;1133037;0,99 Intp ;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;12;0,9801 Intp ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;37;0,4950745012 Intp ;-3;0 Fehl nErm ;94420;0,970299 Intp ;89;1;251;1;-3;0 Fehl nErm ;-3;0 Fehl nErm ;47;1 Intp 
150900;1 Intp ;-3;0 Fehl Impl wMaL nErm ;150900;1;148380;1 Intp ;-3;0 Fehl Impl wMaL nErm nErf ;148380;1 nErf ;2520;1 Intp ;-3;0 Fehl Impl wMaL nErm ;2520;1;54;1 Intp ;-3;0 Fehl Impl nErm nErf ;54;1 nErf ;53;1 Intp ;-3;0 Fehl Impl nErm ;53;1;118;1 Intp ;-3;0 Fehl Impl nErm ;118;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;97;0,97 Intp ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;21;1;2;1 Intp ;-3;0 Fehl nErm ;2;1;2794;1 Intp ;541;1;2794;1;21;1 Intp ;0;1;21;1;2800;1 Intp ;0;1;2800;1;153420;1 Intp ;-3;0 Fehl nErm ;151908;1;2841;1 Intp ;0;1 Fehl nErm ;2813;1;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;491;1;89;1;0;1;-3;0 Fehl nErm ;0;1 Fehl nErm ;0;0 Fehl nErm 
-3;0 Fehl Impl wMaL nErm ;-3;0 Fehl Impl wMaL nErm ;321960;0,97 Intp ;-3;0 Fehl Impl wMaL nErm nErf ;-3;0 Fehl Impl wMaL nErm nErf ;299820;0,97 Intp nErf ;-3;0 Fehl Impl wMaL nErm ;-3;0 Fehl Impl wMaL nErm ;22140;0,97 Intp ;100;1 Intp ;-3;0 Fehl Impl nErm nErf ;100;1 nErf ;102;1 Intp ;-3;0 Fehl Impl nErm ;102;1;60;1 Intp ;-3;0 Fehl Impl nErm ;60;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;2;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;5;1;-3;0 Fehl nErm ;-3;0 Fehl nErm ;7;0,9409 Intp ;-3;0 Fehl nErm ;541;1;3220;0,97 Intp ;-3;0 Fehl nErm ;0;1;369;0,97 Intp ;-3;0 Fehl nErm ;0;1;2939;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;349414;0,97 Intp ;-3;0 Fehl nErm ;0;1 Fehl nErm ;3494;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;491;1;89;1;0;1;-3;0 Fehl nErm ;0;1 Fehl nErm ;0;0 Fehl nErm 
133680;1 Intp ;-3;0 Fehl Impl wMaL nErm ;133680;1;113760;1 Intp ;-3;0 Fehl Impl wMaL nErm nErf ;113760;1 nErf ;19920;1 Intp ;-3;0 Fehl Impl wMaL nErm ;19920;1;191;1 Intp ;-3;0 Fehl Impl nErm nErf ;191;1 nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;197;0,97 Intp ;69;1 Intp ;-3;0 Fehl Impl nErm ;69;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;74;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;49;1;15;1 Intp ;-3;0 Fehl nErm ;15;1;700;1 Intp ;541;1;700;1;289;1 Intp ;0;1;289;1;0;1;0;1;577;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;192643;0,9925 Intp ;-3;0 Fehl nErm ;0;1 Fehl nErm ;1009;0,9925 Intp ;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;491;1;89;1;0;1;-3;0 Fehl nErm ;0;1 Fehl nErm ;0;0 Fehl nErm 
34140;1 Intp ;-3;0 Fehl Impl wMaL nErm ;34140;1;29220;1 Intp ;-3;0 Fehl Impl wMaL nErm nErf ;29220;1 nErf ;4920;1 Intp ;-3;0 Fehl Impl wMaL nErm ;4920;1;186;1 Intp ;-3;0 Fehl Impl nErm nErf ;186;1 nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;197;0,97 Intp ;60;1 Intp ;-3;0 Fehl Impl nErm ;60;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;6;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;17;1;14;1 Intp ;-3;0 Fehl nErm ;14;1;184;1 Intp ;541;1;184;1;82;1 Intp ;0;1;82;1;0;1;0;1;148;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;49589;0,9925 Intp ;-3;0 Fehl nErm ;0;1 Fehl nErm ;267;0,9925 Intp ;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;491;1;89;1;0;1;-3;0 Fehl nErm ;0;1 Fehl nErm ;0;0 Fehl nErm 
-3;0 Fehl Impl wMaL nErm ;-3;0 Fehl Impl wMaL nErm ;315120;0,97 Intp ;-3;0 Fehl Impl wMaL nErm nErf ;-3;0 Fehl Impl wMaL nErm nErf ;299820;0,97 Intp nErf ;-3;0 Fehl Impl wMaL nErm ;-3;0 Fehl Impl wMaL nErm ;15300;0,97 Intp ;148;1 Intp ;-3;0 Fehl Impl nErm nErf ;148;1 nErf ;150;1 Intp ;-3;0 Fehl Impl nErm ;150;1;79;1 Intp ;-3;0 Fehl Impl nErm ;79;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;93;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;5;0,9409 Intp ;-3;0 Fehl nErm ;541;1;2129;0,97 Intp ;-3;0 Fehl nErm ;0;1;194;0,97 Intp ;-3;0 Fehl nErm ;0;1;1999;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;342966;0,97 Intp ;-3;0 Fehl nErm ;0;1 Fehl nErm ;2317;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;491;1;89;1;0;1;-3;0 Fehl nErm ;0;1 Fehl nErm ;0;0 Fehl nErm 
